items_composite,overall_readiness,train_E4,train_E3,train_E7,train_E6,train_E2,train_E5,training_quality_mean,Digital,Pedagogical,Digital_x_Training,res_D6,training_attended_binary,res_D5,Resource,res_D4,digi_C1d,res_D3,res_D1,res_D2,digi_C1c,digi_C2e,conf_B2,conf_B6,TRI_scaled,school_id
2.5714285714285716,3,4.0,3.0,4.0,4.0,3.0,4.0,0.39999999999999997,-0.5999999999999999,-1.0,-0.23999999999999994,3,1,3,0.12499999999999988,3,2,3,3,3,2,2,2,2,10.666666666666666,Public County_Rural
3.2142857142857144,3,3.0,4.0,3.0,3.0,3.0,3.0,0.09999999999999992,0.8999999999999999,-1.25,0.08999999999999993,4,1,5,1.1249999999999996,5,4,4,4,4,4,3,2,1,12.88095238095238,Private_Urban
3.0357142857142856,3,2.0,3.0,3.0,3.0,3.0,3.0,-0.10000000000000019,1.0,-0.4999999999999998,-0.09999999999999992,3,1,2,-0.1250000000000002,3,3,3,2,3,4,3,2,3,11.84920634920635,Public County_Peri-urban
3.392857142857143,3,3.0,4.0,3.0,4.0,3.0,4.0,0.30000000000000004,1.2999999999999998,-0.7500000000000001,0.39,4,1,4,0.49999999999999983,3,5,4,3,3,5,4,3,2,13.396825396825395,Private_Rural
2.5357142857142856,3,2.0,2.0,1.0,2.0,2.0,1.0,-0.8,-0.5999999999999999,0.5000000000000002,0.4799999999999999,2,1,3,0.0,3,2,3,3,3,2,2,3,4,10.214285714285714,Public Day_Rural
2.4285714285714284,2,2.0,2.0,3.0,2.0,2.0,2.0,-0.5000000000000001,0.20000000000000007,-0.12499999999999994,-0.10000000000000006,1,1,2,-1.125,2,3,1,1,1,3,3,3,3,9.38888888888889,Public Day_Peri-urban
3.1785714285714284,3,4.0,5.0,5.0,5.0,4.0,4.0,0.9000000000000001,0.40000000000000013,-0.12499999999999994,0.36000000000000015,2,1,1,-0.5000000000000001,3,4,2,3,2,4,3,3,3,12.777777777777777,Private_Rural
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,1.6250000000000002,-0.36000000000000015,1,0,1,-1.25,1,2,2,1,1,3,4,5,5,10.166666666666666,Public Day_Urban
2.4642857142857144,3,2.0,3.0,3.0,2.0,1.0,2.0,-0.5000000000000001,-1.0999999999999999,0.12499999999999994,0.55,3,1,4,0.37499999999999994,3,2,3,3,4,2,1,3,3,10.23015873015873,Public County_Rural
1.9285714285714286,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.9999999999999998,0.12499999999999994,1.2,2,0,2,-0.7500000000000001,2,1,2,2,1,1,2,3,4,7.674603174603174,Public County_Rural
2.9285714285714284,3,3.0,3.0,2.0,3.0,2.0,3.0,-0.2000000000000001,0.5000000000000002,-0.37499999999999983,-0.10000000000000009,3,1,3,0.12499999999999988,3,3,3,3,3,3,3,2,3,11.603174603174603,Public National_Urban
3.9642857142857144,4,5.0,5.0,5.0,5.0,5.0,5.0,1.2000000000000002,0.5000000000000002,1.4999999999999998,0.6000000000000003,3,1,3,0.12499999999999988,3,4,3,3,3,3,3,5,5,16.07936507936508,Public County_Peri-urban
3.142857142857143,3,3.0,2.0,2.0,3.0,3.0,2.0,-0.30000000000000004,0.3000000000000001,0.7500000000000001,-0.09000000000000004,3,1,3,0.12499999999999988,3,3,3,3,3,3,3,4,4,12.5,Public Day_Urban
3.3214285714285716,3,3.0,3.0,2.0,2.0,3.0,2.0,-0.30000000000000004,0.3000000000000001,1.1250000000000004,-0.09000000000000004,3,1,4,0.37499999999999994,3,3,4,3,3,3,2,4,5,13.261904761904763,Public County_Rural
2.607142857142857,3,3.0,3.0,3.0,4.0,4.0,3.0,0.19999999999999984,-1.4999999999999998,-0.12499999999999994,-0.3000000000000001,3,1,4,0.7499999999999999,4,1,4,4,4,1,1,3,3,11.166666666666668,Public County_Rural
3.5,4,5.0,5.0,4.0,4.0,4.0,4.0,0.7999999999999999,0.7999999999999999,1.1250000000000004,0.6399999999999999,1,1,2,-1.0,1,5,1,2,2,4,3,4,5,13.817460317460316,Public County_Urban
2.6785714285714284,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.19999999999999968,-0.37499999999999983,-0.0,3,1,3,-0.1250000000000002,3,3,2,3,2,3,2,3,2,10.825396825396826,Public Day_Peri-urban
2.5714285714285716,2,2.0,3.0,2.0,3.0,2.0,3.0,-0.30000000000000004,0.10000000000000003,-0.37499999999999983,-0.030000000000000013,2,1,3,-0.5000000000000001,2,3,2,2,2,2,3,3,2,10.158730158730158,Public County_Rural
2.5714285714285716,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,-1.0,-0.36000000000000015,4,0,4,1.0,4,3,5,4,4,3,3,2,2,10.166666666666668,Public County_Urban
2.892857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.39999999999999974,0.6250000000000001,0.47999999999999976,4,0,5,1.375,5,2,5,5,4,2,2,4,4,11.746031746031747,Public Day_Urban
3.0,3,4.0,4.0,3.0,4.0,5.0,3.0,0.5000000000000001,0.6000000000000002,0.3750000000000002,0.30000000000000016,1,1,1,-1.375,1,4,1,1,1,3,4,4,3,11.738095238095239,Public County_Urban
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.6000000000000002,-0.37499999999999983,-0.7200000000000003,3,0,4,0.37499999999999994,3,4,3,3,4,4,3,2,2,10.380952380952381,Public Day_Urban
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.10000000000000003,0.12499999999999994,0.12000000000000005,4,0,3,0.7499999999999999,4,2,4,4,4,3,3,4,3,10.674603174603174,Public County_Rural
3.5,3,2.0,2.0,2.0,3.0,3.0,1.0,-0.5000000000000001,1.7,-0.12499999999999994,-0.8500000000000002,4,1,3,0.7499999999999999,4,5,4,4,4,5,5,3,3,13.555555555555555,Public County_Peri-urban
2.9285714285714284,3,2.0,2.0,2.0,2.0,2.0,2.0,-0.6000000000000001,0.0,0.7500000000000001,-0.0,3,1,3,0.12499999999999988,3,3,3,3,3,3,3,4,4,11.666666666666666,Private_Rural
3.2142857142857144,4,3.0,3.0,4.0,3.0,3.0,3.0,0.09999999999999992,-0.2999999999999997,1.4999999999999998,-0.029999999999999947,3,1,2,-0.1250000000000002,3,3,3,3,2,3,1,5,4,13.023809523809522,Public County_Rural
3.607142857142857,4,2.0,2.0,3.0,3.0,2.0,3.0,-0.30000000000000004,1.2999999999999998,0.7500000000000001,-0.39,4,1,3,0.49999999999999983,3,4,4,3,4,4,4,4,4,14.11111111111111,Public County_Peri-urban
3.0357142857142856,3,2.0,4.0,3.0,3.0,4.0,4.0,0.19999999999999984,-0.10000000000000003,0.0,-0.020000000000000018,3,1,3,0.37499999999999994,4,3,3,3,4,3,2,2,4,12.365079365079366,Public County_Rural
2.7857142857142856,3,2.0,3.0,4.0,3.0,4.0,3.0,0.09999999999999992,0.7000000000000003,-1.0,0.06999999999999998,3,1,2,-0.37499999999999994,3,4,2,2,2,4,4,2,2,10.944444444444445,Public County_Peri-urban
2.4642857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.6999999999999998,-0.12499999999999994,0.84,4,0,4,1.0,4,2,4,4,5,2,2,3,3,10.055555555555557,Public County_Urban
3.0714285714285716,3,4.0,4.0,4.0,4.0,4.0,3.0,0.5000000000000001,1.7,-0.875,0.8500000000000002,1,1,1,-1.25,2,5,1,1,1,5,4,2,2,11.698412698412698,Public County_Urban
2.6785714285714284,3,3.0,3.0,2.0,3.0,3.0,2.0,-0.2000000000000001,0.5000000000000002,-0.875,-0.10000000000000009,2,1,2,-0.25000000000000006,3,3,3,3,2,3,3,2,3,10.531746031746032,Public Day_Peri-urban
2.7857142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.20000000000000007,0.7500000000000001,-0.2400000000000001,3,0,3,0.12499999999999988,3,3,3,3,3,3,3,4,4,10.88888888888889,Public Day_Rural
2.6785714285714284,3,3.0,4.0,2.0,3.0,3.0,4.0,0.09999999999999992,-1.0999999999999999,1.1250000000000004,-0.1099999999999999,2,1,1,-0.625,2,2,2,3,2,2,1,4,5,11.03968253968254,Public County_Peri-urban
2.9642857142857144,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,0.10000000000000003,0.0,-0.009999999999999995,4,1,3,0.24999999999999975,3,3,3,3,3,3,2,3,3,11.920634920634921,Public County_Peri-urban
2.4642857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.5000000000000002,-0.12499999999999994,-0.6000000000000003,2,0,2,-0.5000000000000001,3,3,2,2,2,4,2,3,3,9.38888888888889,Public County_Urban
2.1785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.0,-0.37499999999999983,-0.0,2,0,2,-0.625,2,3,2,2,2,3,3,2,3,8.380952380952381,Public County_Rural
2.4642857142857144,3,3.0,2.0,2.0,2.0,2.0,2.0,-0.5000000000000001,-0.6999999999999998,0.6250000000000001,0.35,2,1,2,-0.625,2,1,2,2,2,2,2,3,4,9.912698412698413,Public County_Urban
2.75,3,4.0,5.0,4.0,4.0,4.0,5.0,0.7999999999999999,-0.6999999999999998,0.0,-0.5599999999999998,2,1,2,-0.625,2,2,2,2,2,1,2,3,4,11.365079365079364,Public County_Rural
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.10000000000000003,0.7500000000000001,0.12000000000000005,3,0,3,0.12499999999999988,3,2,3,3,3,2,3,4,4,10.555555555555555,Public County_Rural
3.607142857142857,4,3.0,3.0,4.0,4.0,4.0,3.0,0.30000000000000004,0.5000000000000002,0.5000000000000002,0.15000000000000008,4,1,4,1.0,4,3,5,4,4,3,3,4,4,14.603174603174605,Public County_Urban
2.5714285714285716,3,4.0,4.0,4.0,4.0,5.0,4.0,0.7000000000000003,-1.3999999999999997,-0.2499999999999999,-0.9800000000000002,3,1,3,0.0,2,1,3,3,3,1,2,3,3,10.968253968253968,Public County_Rural
3.5714285714285716,4,2.0,3.0,3.0,3.0,3.0,3.0,-0.10000000000000019,0.5000000000000002,0.7500000000000001,-0.04999999999999998,4,1,5,1.1249999999999996,4,4,4,5,4,3,3,4,4,14.38888888888889,Private_Rural
2.642857142857143,3,2.0,2.0,2.0,3.0,2.0,3.0,-0.4000000000000002,0.20000000000000007,-0.12499999999999994,-0.08000000000000002,1,1,2,-0.5000000000000001,3,3,3,2,2,3,3,3,3,10.38888888888889,Public County_Urban
3.142857142857143,3,3.0,3.0,2.0,3.0,2.0,3.0,-0.2000000000000001,1.2999999999999998,0.3750000000000002,-0.26000000000000006,1,1,1,-0.875,2,5,2,2,2,4,4,4,3,12.015873015873014,Public Day_Peri-urban
3.642857142857143,4,5.0,5.0,5.0,5.0,5.0,5.0,1.2000000000000002,-0.4999999999999998,0.8750000000000004,-0.5999999999999999,4,1,4,0.8749999999999998,4,2,4,4,4,2,3,4,4,15.253968253968255,Public Day_Rural
2.0357142857142856,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.19999999999999968,-0.7500000000000001,0.23999999999999966,2,0,2,-0.5000000000000001,3,3,2,2,2,2,2,3,2,7.896825396825397,Public County_Peri-urban
2.7857142857142856,3,4.0,3.0,3.0,3.0,3.0,3.0,0.09999999999999992,0.0,-0.37499999999999983,0.0,3,1,3,-0.1250000000000002,2,3,3,3,2,3,3,2,2,11.214285714285714,Public County_Urban
2.75,3,2.0,2.0,1.0,2.0,1.0,2.0,-0.8,-0.10000000000000003,0.6250000000000001,0.08000000000000003,2,1,3,0.0,3,3,3,3,3,3,3,4,4,10.912698412698413,Public County_Urban
2.892857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.10000000000000003,0.8750000000000004,-0.12000000000000005,3,0,4,0.49999999999999983,3,4,4,3,4,3,3,4,4,11.420634920634921,Public County_Urban
2.392857142857143,3,2.0,2.0,2.0,3.0,2.0,2.0,-0.5000000000000001,-0.4999999999999998,0.3750000000000002,0.24999999999999994,2,1,1,-0.875,2,2,1,2,2,2,2,3,4,9.515873015873016,Public Day_Peri-urban
3.2142857142857144,3,4.0,3.0,4.0,3.0,3.0,3.0,0.19999999999999984,0.3000000000000001,-0.6250000000000001,0.060000000000000046,4,1,5,1.1249999999999996,4,4,5,4,4,3,3,3,3,13.095238095238097,Public National_Urban
2.2857142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.3000000000000001,-0.37499999999999983,-0.36000000000000015,2,0,2,-0.625,1,2,2,2,3,3,3,3,3,8.714285714285715,Public County_Rural
3.2857142857142856,3,2.0,3.0,2.0,3.0,2.0,2.0,-0.4000000000000002,0.8999999999999999,1.0,-0.35999999999999993,3,1,2,-0.25000000000000006,3,4,2,3,2,4,4,4,4,12.785714285714286,Public Day_Rural
3.2142857142857144,3,2.0,3.0,3.0,4.0,3.0,3.0,0.0,0.7000000000000003,0.2499999999999999,0.0,4,1,3,0.0,2,3,3,3,2,3,4,4,3,12.706349206349207,Public Day_Urban
2.642857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.8999999999999999,0.2499999999999999,-1.08,2,0,2,-0.7500000000000001,2,4,2,2,1,4,3,3,4,9.928571428571429,Public County_Urban
2.2142857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.7999999999999999,0.6250000000000001,0.9600000000000001,2,0,2,-0.5000000000000001,2,1,2,2,3,2,2,4,3,8.8015873015873,Public Day_Rural
3.0,3,3.0,3.0,3.0,3.0,3.0,4.0,0.09999999999999992,-0.2999999999999997,0.3750000000000002,-0.029999999999999947,3,1,3,0.24999999999999975,4,2,3,3,3,2,3,4,3,12.238095238095237,Public County_Rural
2.7857142857142856,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,1.0,-0.12499999999999994,-1.2000000000000002,3,0,3,0.0,3,5,3,3,2,4,3,3,3,10.61111111111111,Public County_Urban
2.75,3,1.0,1.0,2.0,2.0,1.0,1.0,-1.0000000000000002,0.8999999999999999,-0.12499999999999994,-0.9000000000000001,2,1,3,-0.25000000000000006,3,4,1,3,3,4,3,3,3,10.5,Public County_Peri-urban
2.857142857142857,3,2.0,2.0,2.0,2.0,3.0,3.0,-0.4000000000000002,-0.10000000000000003,0.8750000000000004,0.04000000000000001,3,1,2,-0.37499999999999994,3,3,2,2,2,3,2,4,4,11.365079365079366,Public County_Urban
3.5714285714285716,4,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.8999999999999999,1.6250000000000002,-1.08,4,0,4,1.1249999999999996,4,4,4,5,5,4,4,5,5,14.0,Private_Rural
3.2857142857142856,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,0.0,0.3750000000000002,0.0,3,1,3,0.24999999999999975,3,3,4,3,3,3,2,4,3,13.404761904761905,Public County_Urban
2.857142857142857,3,2.0,3.0,3.0,2.0,3.0,2.0,-0.30000000000000004,0.20000000000000007,0.12499999999999994,-0.060000000000000026,3,1,3,-0.1250000000000002,3,3,2,3,2,3,2,3,3,11.34126984126984,Public County_Peri-urban
2.357142857142857,2,3.0,2.0,3.0,3.0,2.0,2.0,-0.30000000000000004,0.10000000000000003,-1.125,-0.030000000000000013,2,1,3,-0.5000000000000001,2,2,2,2,2,3,2,2,1,9.3015873015873,Public County_Urban
3.607142857142857,3,4.0,3.0,4.0,4.0,4.0,4.0,0.5000000000000001,1.1,-0.2499999999999999,0.5500000000000002,3,1,4,0.7499999999999999,5,4,3,4,4,5,4,3,2,14.412698412698413,Public National_Urban
2.9285714285714284,3,3.0,3.0,4.0,4.0,4.0,5.0,0.5000000000000001,-0.10000000000000003,-0.875,-0.05000000000000003,3,1,3,0.49999999999999983,3,2,4,4,4,3,2,2,2,12.031746031746032,Public County_Urban
2.7142857142857144,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,-0.2999999999999997,1.25,0.029999999999999947,1,1,1,-1.375,1,2,1,1,1,2,2,5,4,10.738095238095239,Public Day_Rural
2.5714285714285716,2,2.0,2.0,2.0,2.0,2.0,2.0,-0.6000000000000001,-0.10000000000000003,-0.2499999999999999,0.060000000000000026,3,1,2,0.0,3,3,3,3,3,3,2,3,3,10.246031746031747,Public County_Rural
2.75,3,3.0,4.0,3.0,3.0,3.0,3.0,0.09999999999999992,-0.5999999999999999,0.6250000000000001,-0.05999999999999994,2,1,3,-0.5000000000000001,2,2,2,3,1,1,3,4,4,11.19047619047619,Public County_Rural
3.25,3,3.0,3.0,4.0,4.0,3.0,4.0,0.30000000000000004,0.7999999999999999,-0.12499999999999994,0.24000000000000002,3,1,3,0.0,3,5,3,3,2,4,3,3,3,12.88888888888889,Public County_Urban
2.392857142857143,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.5000000000000002,-0.2499999999999999,-0.6000000000000003,2,0,2,-0.625,2,3,3,1,2,3,4,3,3,9.079365079365079,Public County_Urban
3.2857142857142856,4,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,0.3000000000000001,0.6250000000000001,0.18000000000000008,3,1,3,-0.37499999999999994,2,3,2,2,2,3,3,4,4,13.190476190476192,Public County_Peri-urban
3.0357142857142856,3,3.0,2.0,2.0,3.0,2.0,2.0,-0.4000000000000002,0.7999999999999999,0.8750000000000004,-0.31999999999999995,2,1,1,-0.875,2,4,2,1,2,4,3,4,4,11.6984126984127,Public Day_Urban
2.892857142857143,3,3.0,3.0,3.0,3.0,4.0,3.0,0.09999999999999992,1.2000000000000002,-1.125,0.11999999999999993,2,1,2,-0.5000000000000001,2,4,2,3,2,4,4,2,2,11.19047619047619,Public County_Urban
2.2142857142857144,2,2.0,2.0,2.0,2.0,2.0,2.0,-0.6000000000000001,-0.19999999999999968,-1.0,0.11999999999999983,2,1,2,-0.37499999999999994,3,2,2,3,2,3,2,2,2,8.777777777777779,Public County_Peri-urban
2.892857142857143,3,2.0,2.0,3.0,3.0,2.0,2.0,-0.4000000000000002,1.2000000000000002,-0.875,-0.48000000000000004,3,1,2,-0.1250000000000002,3,4,2,3,3,4,4,2,2,11.142857142857142,Public Day_Urban
3.107142857142857,3,4.0,4.0,4.0,5.0,5.0,5.0,0.9000000000000001,0.3000000000000001,-0.4999999999999998,0.27000000000000013,3,1,2,-0.25000000000000006,2,4,3,3,2,3,3,2,2,12.571428571428571,Public County_Rural
2.392857142857143,2,2.0,2.0,2.0,2.0,3.0,2.0,-0.5000000000000001,-1.2999999999999998,-0.2499999999999999,0.65,4,1,3,0.7499999999999999,4,1,4,4,4,1,1,3,3,10.079365079365079,Public County_Urban
3.2142857142857144,3,4.0,4.0,3.0,3.0,3.0,3.0,0.19999999999999984,0.20000000000000007,-0.12499999999999994,0.040000000000000036,3,1,4,0.7499999999999999,3,3,4,4,5,4,3,3,3,13.055555555555557,Public County_Urban
3.4285714285714284,4,3.0,4.0,5.0,4.0,5.0,5.0,0.7999999999999999,0.10000000000000003,0.7500000000000001,0.08000000000000002,3,1,3,0.0,3,3,3,2,3,2,3,4,4,13.944444444444443,Public Day_Urban
3.0,3,4.0,4.0,4.0,3.0,5.0,4.0,0.6000000000000001,0.20000000000000007,-0.2499999999999999,0.12000000000000005,1,1,3,-0.37499999999999994,3,3,3,2,2,3,3,3,2,12.079365079365079,Public County_Urban
3.1785714285714284,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.7999999999999999,-0.2499999999999999,0.0,3,1,3,0.24999999999999975,3,4,4,3,3,4,3,3,3,12.579365079365079,Public Day_Urban
3.357142857142857,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.7500000000000001,0.0,2,1,3,-0.37499999999999994,3,4,2,2,2,4,4,4,4,13.11111111111111,Public Day_Rural
2.5,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.7999999999999999,0.6250000000000001,0.9600000000000001,4,0,3,0.49999999999999983,4,2,3,4,3,1,2,4,4,10.134920634920634,Public County_Rural
2.9642857142857144,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.4999999999999998,0.7500000000000001,-0.0,3,1,4,0.12499999999999988,3,2,3,3,2,2,2,4,4,12.11111111111111,Public Day_Rural
2.357142857142857,2,3.0,3.0,3.0,3.0,3.0,3.0,0.0,-0.9999999999999998,0.7500000000000001,-0.0,1,1,1,-1.375,1,2,1,1,1,2,1,4,4,9.555555555555555,Public Day_Rural
2.642857142857143,3,3.0,2.0,3.0,3.0,3.0,3.0,-0.10000000000000019,-0.39999999999999974,0.12499999999999994,0.039999999999999945,3,1,2,-0.37499999999999994,3,2,2,2,2,3,3,4,3,10.674603174603176,Public County_Rural
3.0,3,3.0,3.0,3.0,3.0,2.0,3.0,-0.10000000000000019,-0.10000000000000003,0.8750000000000004,0.009999999999999995,3,1,2,-0.25000000000000006,3,2,3,2,2,3,2,4,4,12.031746031746033,Public County_Rural
2.857142857142857,3,4.0,4.0,4.0,4.0,4.0,4.0,0.6000000000000001,-1.3999999999999997,0.12499999999999994,-0.84,3,1,4,0.7499999999999999,4,1,4,4,4,1,1,3,3,12.230158730158731,Public County_Rural
2.6785714285714284,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.7000000000000003,0.7500000000000001,-0.8400000000000005,1,0,2,-0.875,2,3,1,2,2,4,4,4,4,10.11111111111111,Public County_Peri-urban
3.25,3,3.0,3.0,4.0,3.0,4.0,4.0,0.30000000000000004,0.5000000000000002,0.2499999999999999,0.15000000000000008,3,1,2,0.0,3,3,3,3,3,4,3,3,3,12.984126984126984,Public County_Urban
2.4642857142857144,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.7999999999999999,0.12499999999999994,0.9600000000000001,4,0,4,0.8749999999999998,4,1,4,4,4,2,2,4,3,10.063492063492063,Public County_Urban
2.642857142857143,3,3.0,3.0,4.0,3.0,3.0,2.0,0.0,-0.2999999999999997,-0.6250000000000001,-0.0,3,1,3,0.12499999999999988,3,3,4,3,2,2,2,2,3,10.761904761904763,Public Day_Rural
2.642857142857143,3,3.0,3.0,3.0,4.0,3.0,3.0,0.09999999999999992,0.20000000000000007,-0.6250000000000001,0.01999999999999999,2,1,2,-0.625,2,3,2,2,2,4,3,2,3,10.484126984126984,Public County_Urban
3.4285714285714284,4,4.0,4.0,5.0,4.0,4.0,4.0,0.7000000000000003,0.20000000000000007,0.3750000000000002,0.1400000000000001,4,1,3,0.37499999999999994,3,3,3,4,3,3,3,3,4,13.960317460317462,Public County_Peri-urban
2.75,3,2.0,2.0,2.0,1.0,2.0,2.0,-0.7000000000000001,1.4999999999999998,-1.0,-1.05,2,1,2,-0.5000000000000001,3,5,2,2,2,5,4,2,2,10.333333333333334,Public County_Peri-urban
3.2142857142857144,3,3.0,3.0,3.0,3.0,3.0,2.0,-0.10000000000000019,0.3000000000000001,-0.12499999999999994,-0.029999999999999985,5,1,5,1.0,4,3,3,4,4,4,3,3,3,13.000000000000002,Public County_Urban
2.75,3,3.0,3.0,3.0,2.0,4.0,3.0,0.0,-0.19999999999999968,0.0,-0.0,3,1,3,-0.25000000000000006,3,2,1,3,2,1,3,3,3,11.087301587301587,Public County_Urban
2.9285714285714284,3,3.0,3.0,4.0,4.0,3.0,4.0,0.30000000000000004,-0.8999999999999998,0.2499999999999999,-0.26999999999999996,4,1,3,0.6249999999999997,4,1,4,3,4,2,2,4,3,12.261904761904761,Public County_Rural
2.107142857142857,3,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,0.0,0.0,-0.0,1,0,2,-1.25,1,2,1,1,1,2,3,3,3,7.976190476190476,Public County_Rural
3.357142857142857,3,4.0,5.0,4.0,5.0,4.0,4.0,0.7999999999999999,0.40000000000000013,-0.37499999999999983,0.32000000000000006,4,1,4,0.49999999999999983,4,3,3,3,3,3,3,3,2,13.658730158730158,Public Day_Urban
1.9642857142857142,2,3.0,3.0,4.0,2.0,4.0,4.0,0.19999999999999984,-0.7999999999999999,-1.5,-0.16000000000000006,1,1,2,-1.0,1,2,2,1,2,2,1,1,1,8.03968253968254,Public Day_Rural
1.9285714285714286,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.9999999999999998,-0.2499999999999999,1.2,2,0,3,-0.37499999999999994,2,2,2,2,3,2,2,3,2,7.746031746031747,Public County_Rural
1.9642857142857142,2,1.0,1.0,1.0,1.0,1.0,1.0,-1.2000000000000002,-0.7999999999999999,0.12499999999999994,0.9600000000000001,2,0,1,-0.875,2,1,2,1,2,2,2,4,3,7.73015873015873,Public Day_Urban
3.142857142857143,3,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.3000000000000001,0.8750000000000004,0.0,2,1,2,-0.37499999999999994,3,3,2,2,3,3,3,4,4,12.476190476190476,Public Day_Urban
